Date,Open,High,Low,Close
2016-01-05,495.453583,500.258057,493.819092,497.855835
2016-01-06,499.069336,514.324707,495.503113,511.253815
2016-01-07,505.731171,509.173553,499.292206,501.867798
2016-01-08,505.21109,511.600525,503.576599,508.059113
2016-01-11,503.205109,525.419556,500.753357,520.862732
2016-01-12,522.546753,527.697937,515.662048,517.816589
2016-01-13,521.605713,539.758606,518.683411,533.369202
2016-01-14,526.930237,535.424683,521.580933,525.840576
2016-01-15,529.852539,539.634827,527.796997,531.61084
2016-01-18,532.452881,536.885864,499.316986,503.650879
2016-01-19,509.668854,519.971191,502.288818,516.90033
2016-01-20,512.591125,512.591125,490.351959,497.558655
2016-01-21,503.99762,508.059113,483.764404,487.479187
2016-01-22,492.357941,500.753357,492.357941,497.360504
2016-01-25,500.258057,504.59198,495.304993,497.261444
2016-01-27,499.316986,500.258057,493.794312,494.983063
2016-01-28,495.800293,506.102661,493.868622,503.675659
2016-01-29,504.69104,515.117188,504.22049,512.838806
2016-02-01,515.092468,516.008728,507.960052,510.312744
2016-02-02,510.312744,511.550995,490.599609,495.874603
2016-02-03,489.361328,492.33316,482.922363,486.092316
2016-02-04,489.361328,495.800293,478.31604,481.956543
2016-02-05,484.953125,486.389526,476.186218,480.891632
2016-02-08,480.990692,487.776367,474.477417,476.012878
2016-02-09,471.976135,479.851501,470.539764,474.254547
2016-02-10,471.381775,481.931763,469.871094,476.805359
2016-02-11,476.904419,478.43988,453.451721,457.934235
2016-02-12,462.565338,462.565338,439.880371,449.018738
2016-02-15,454.690002,471.208405,454.690002,468.930023
2016-02-16,471.084595,474.502197,459.147736,460.906067
2016-02-17,463.159698,474.229767,453.897491,471.827545
2016-02-18,476.953949,479.801971,463.605469,465.63623
2016-02-19,465.5867,471.901855,464.274139,467.741272
2016-02-22,467.617462,479.603821,467.617462,476.632019
2016-02-23,477.028259,479.05899,466.948792,470.366394
2016-02-24,468.013702,474.774597,466.577301,471.852325
2016-02-25,472.620026,473.783997,466.007721,467.617462
2016-02-26,472.025665,474.873657,467.716522,470.713104
2016-02-29,471.183655,492.630371,463.110168,478.786591
2016-03-01,477.82074,487.900208,477.795959,486.042786
2016-03-02,491.78833,498.153015,488.989868,496.047974
2016-03-03,500.258057,504.22049,494.066742,501.669678
2016-03-04,502.239258,502.734589,497.038574,498.474945
2016-03-08,499.019806,510.609924,499.019806,508.678253
2016-03-09,505.21109,517.048889,504.51767,515.959229
2016-03-10,516.132568,518.03949,499.762756,501.124847
2016-03-11,502.685059,509.941254,500.555237,502.486938
2016-03-14,504.76532,508.381042,501.719208,505.08728
2016-03-15,507.192322,509.099243,502.784119,505.458771
2016-03-16,505.706421,508.083862,498.004425,506.077881
2016-03-17,508.678253,513.581787,501.248657,503.229889
2016-03-18,504.34433,510.238434,503.081299,508.777313
2016-03-21,509.148773,515.860168,506.573181,513.779907
2016-03-22,513.631287,521.184692,512.962646,519.005371
2016-03-23,518.53479,518.53479,506.399841,509.767914
2016-03-28,510.164154,511.006165,503.056519,505.40921
2016-03-29,507.093262,516.107788,505.31015,513.259827
2016-03-30,516.454529,520.937012,516.454529,518.609131
2016-03-31,515.612488,523.042114,511.501465,517.69281
2016-04-01,514.671448,518.23761,507.687622,512.368286
2016-04-04,515.117188,516.206848,507.836212,512.665466
2016-04-05,510.832825,516.305908,506.300781,508.653473
2016-04-06,511.204285,513.482727,506.498901,512.021545
2016-04-07,512.591125,519.079651,506.251251,513.755127
2016-04-08,513.086426,522.274353,510.758514,513.309326
2016-04-11,513.631287,517.84137,511.650055,515.265808
2016-04-12,515.265808,523.760254,514.151367,518.782471
2016-04-13,521.333252,529.926819,521.333252,528.019897
2016-04-18,527.896057,528.391357,522.744873,527.375977
2016-04-20,529.580139,529.580139,513.036926,513.779907
2016-04-21,515.810608,521.060852,512.640686,515.686829
2016-04-22,514.621887,518.83197,509.817444,514.597107
2016-04-25,517.321289,517.321289,501.397247,503.675659
2016-04-26,502.932709,507.142792,499.019806,503.700409
2016-04-27,504.170959,508.158173,503.229889,504.91391
2016-04-28,502.239258,504.81485,490.822479,493.670502
2016-04-29,492.06076,494.586823,484.829315,486.736237
2016-05-02,484.903595,491.54068,484.408295,488.841278
2016-05-03,489.361328,492.803711,481.807953,483.318634
2016-05-04,482.451843,487.231537,481.931763,484.457825
2016-05-05,485.398895,487.107697,480.891632,483.046204
2016-05-06,481.931763,483.813934,478.95993,479.925781
2016-05-09,482.922363,488.370728,481.832703,486.934357
2016-05-10,486.934357,487.726837,484.408295,486.661926
2016-05-11,481.337402,485.770386,480.445862,483.120514
2016-05-12,483.417694,492.43222,482.947144,491.7388
2016-05-13,489.831879,490.624359,482.922363,484.482574
2016-05-16,483.912994,486.637177,480.990692,483.392914
2016-05-17,485.522736,486.934357,478.638,480.024841
2016-05-18,478.4151,481.684113,477.52356,480.718262
2016-05-19,481.287872,481.386932,468.360413,471.134125
2016-05-20,471.530365,472.768616,461.302307,462.713928
2016-05-23,464.274139,465.933411,458.479065,460.633667
2016-05-24,459.667816,467.567932,459.667816,465.809601
2016-05-25,470.465454,471.926605,466.156311,471.134125
2016-05-26,470.539764,471.728485,467.617462,468.979553
2016-05-27,470.069214,483.863464,469.920624,482.773773
2016-05-30,483.615814,486.141876,477.96933,479.801971
2016-05-31,479.950562,481.931763,473.759247,474.427887
2016-06-01,474.477417,478.51416,471.431305,472.322845
2016-06-02,472.768616,474.081177,468.112762,473.635406
2016-06-03,475.492798,476.929199,473.437286,475.319458
2016-06-06,475.988098,476.978729,471.802795,472.917206
2016-06-07,474.130707,475.963348,471.332245,473.041046
2016-06-08,474.502197,474.502197,470.118744,472.570496
2016-06-09,475.492798,483.640564,473.610657,481.015442
2016-06-10,482.427063,487.578247,479.603821,483.764404
2016-06-13,480.396332,487.107697,477.003479,485.943726
2016-06-14,485.869446,488.073547,480.099152,483.541504
2016-06-15,485.398895,488.618378,482.303253,487.677307
2016-06-16,485.894196,487.206757,478.984711,483.566284
2016-06-17,483.912994,484.730255,480.495392,482.872833
2016-06-20,481.510773,491.63974,479.455231,490.451019
2016-06-21,492.38269,492.407471,485.250305,488.915558
2016-06-22,487.875427,488.321198,483.962524,485.646545
2016-06-23,485.374146,486.389526,480.445862,485.621796
2016-06-24,477.9198,477.9198,462.317688,471.257935
2016-06-27,465.834351,474.700317,465.834351,473.338226
2016-06-28,473.709717,476.260529,473.016266,474.403137
2016-06-29,476.483398,479.925781,475.492798,478.9104
2016-06-30,481.436462,484.160645,478.984711,480.024841
2016-07-01,481.807953,483.813934,480.445862,482.154663
2016-07-04,483.170044,492.13504,483.170044,488.717438
2016-07-05,488.420258,496.741394,485.547485,491.88739
2016-07-07,491.59021,495.552643,488.445038,489.311798
2016-07-08,488.866028,489.856659,483.591034,484.606415
2016-07-11,490.84726,492.803711,488.123077,491.59021
2016-07-12,492.952301,497.781525,490.84726,496.989044
2016-07-13,497.880585,503.576599,497.360504,499.638916
2016-07-14,499.316986,502.288818,494.438232,497.731995
2016-07-15,499.762756,505.706421,497.038574,501.347717
2016-07-18,509.173553,514.498047,496.171783,498.400665
2016-07-19,498.276825,506.672241,492.977081,504.121429
2016-07-20,505.18634,509.322144,503.502289,506.697021
2016-07-21,507.192322,507.687622,497.781525,498.450195
2016-07-22,498.276825,504.121429,497.831055,502.660278
2016-07-25,502.239258,507.068512,498.945496,506.573181
2016-07-26,506.697021,512.541626,502.833649,507.217102
2016-07-27,506.721771,508.182922,499.737976,501.793488
2016-07-28,502.709808,510.411804,501.768738,508.356293
2016-07-29,507.192322,507.638092,501.248657,502.685059
2016-08-01,504.22049,505.35968,497.806305,500.010406
2016-08-02,499.267456,505.21109,498.425415,501.644897
2016-08-03,502.437408,502.437408,491.09491,492.308411
2016-08-04,494.809692,495.304993,487.082947,491.83786
2016-08-05,494.314392,504.71579,493.843842,503.353699
2016-08-08,505.16156,512.145386,504.54245,509.792664
2016-08-09,508.678253,512.393005,505.706421,510.510864
2016-08-10,510.783295,512.417786,496.295624,497.112854
2016-08-11,496.270844,506.622711,495.106873,502.288818
2016-08-12,503.725189,516.553589,503.725189,513.036926
2016-08-16,513.259827,517.49469,502.982239,507.638092
2016-08-17,507.241852,509.569794,498.871185,501.892548
2016-08-18,503.229889,507.018982,503.229889,504.24527
2016-08-19,504.22049,506.201721,498.821655,502.685059
2016-08-22,501.248657,505.0625,498.871185,501.174377
2016-08-23,501.248657,502.734589,497.781525,500.480927
2016-08-24,501.100067,506.176941,500.753357,505.458771
2016-08-25,505.805481,509.668854,499.762756,501.595367
2016-08-26,504.170959,510.560394,502.536469,509.124023
2016-08-29,508.802063,524.899475,508.232452,523.760254
2016-08-30,526.013916,529.233398,521.556152,528.193237
2016-08-31,527.450317,531.957581,518.584351,525.023315
2016-09-01,521.556152,531.33844,508.034332,509.767914
2016-09-02,510.708984,511.427185,496.444214,501.917328
2016-09-06,505.16156,507.687622,502.734589,505.16156
2016-09-07,506.201721,508.703003,501.768738,504.04715
2016-09-08,506.721771,513.111206,505.31015,511.848175
2016-09-09,512.640686,520.020752,510.164154,517.37085
2016-09-12,510.362274,523.042114,509.743134,518.33667
2016-09-14,519.079651,524.528015,515.562988,517.46991
2016-09-15,518.584351,530.075439,518.584351,527.499817
2016-09-16,528.490417,541.789368,524.577515,532.725281
2016-09-19,531.23938,538.891846,530.47168,536.118164
2016-09-20,536.910645,537.282104,529.505798,532.056641
2016-09-21,531.957581,537.356384,529.481079,531.09082
2016-09-22,536.415344,542.755249,534.434082,539.362366
2016-09-23,539.387146,549.516113,539.387146,546.222351
2016-09-26,546.519531,559.471741,544.959351,548.401672
2016-09-27,553.255676,557.68866,548.104492,550.036194
2016-09-28,548.748413,548.797974,538.049805,540.204407
2016-09-29,542.359009,550.160034,528.688538,531.18988
2016-09-30,528.985718,542.136108,528.143738,536.762024
2016-10-03,538.396545,548.773193,533.072021,540.229187
2016-10-04,541.393127,548.946533,540.873047,543.027649
2016-10-05,546.816711,548.054993,537.802185,539.585266
2016-10-06,540.873047,557.83728,540.873047,550.184814
2016-10-07,551.769775,556.252258,548.054993,549.293274
2016-10-10,551.769775,555.732239,541.863647,543.027649
2016-10-13,539.387146,539.411926,521.060852,523.611694
2016-10-14,526.509216,535.920044,525.840576,533.765442
2016-10-17,534.929382,535.325623,524.404175,525.345276
2016-10-18,527.995117,536.291504,526.038696,535.474243
2016-10-19,537.133484,542.210388,535.622803,538.569885
2016-10-20,541.838928,543.84491,536.935364,538.668945
2016-10-21,543.349609,543.349609,524.230835,527.103577
2016-10-24,529.976379,531.957581,525.345276,526.657837
2016-10-25,527.499817,527.623657,522.150513,525.444336
2016-10-26,523.066833,524.750916,521.110413,522.076233
2016-10-27,520.615112,522.001953,516.80127,519.426331
2016-10-28,520.070251,524.032715,516.99939,522.522034
2016-11-01,520.714172,523.017334,518.782471,520.565552
2016-11-02,515.612488,516.528809,505.706421,507.068512
2016-11-03,507.118042,512.516846,505.508301,507.167572
2016-11-04,505.33493,508.628723,495.304993,498.053955
2016-11-07,502.239258,503.502289,494.834473,495.874603
2016-11-08,498.128235,498.128235,494.462982,497.038574
2016-11-09,470.539764,499.762756,460.633667,497.583405
2016-11-10,504.51767,509.644073,498.772125,500.456177
2016-11-11,494.240112,503.972839,492.878021,496.171783
2016-11-15,493.571442,495.304993,485.176025,488.073547
2016-11-16,492.828491,493.720032,485.745605,488.643158
2016-11-17,488.370728,494.388702,482.625183,484.284454
2016-11-18,487.875427,491.68927,486.389526,489.113678
2016-11-21,489.138458,492.110291,486.983887,491.09491
2016-11-22,494.165802,499.168396,491.98645,496.023193
2016-11-23,497.781525,500.505707,495.082123,499.762756
2016-11-24,498.053955,498.053955,486.488586,489.039398
2016-11-25,490.351959,493.274261,487.553467,492.18457
2016-11-28,491.83786,495.602173,487.429657,488.692688
2016-11-29,489.856659,497.434814,489.386108,494.165802
2016-11-30,495.280243,495.280243,488.692688,490.376709
2016-12-01,495.304993,502.734589,492.828491,494.190552
2016-12-02,493.274261,497.781525,491.2435,492.704651
2016-12-05,492.828491,495.156403,488.618378,492.258881
2016-12-06,493.323792,498.549255,492.630371,497.880585
2016-12-07,497.286224,499.069336,493.497131,494.884003
2016-12-08,497.806305,506.102661,497.459595,505.23587
2016-12-09,506.201721,511.080475,505.35968,509.644073
2016-12-12,505.458771,515.959229,505.458771,508.777313
2016-12-13,509.173553,515.612488,508.950653,515.018127
2016-12-14,515.018127,527.227417,514.225647,524.775635
2016-12-15,521.258972,528.787598,519.401611,521.531433
2016-12-16,521.060852,526.013916,521.060852,523.611694
2016-12-19,522.546753,528.465698,522.224854,526.286316
2016-12-20,522.398193,525.518616,521.630493,523.983154
2016-12-21,525.072815,528.639038,523.636475,526.633057
2016-12-22,524.032715,526.335876,520.540771,521.729553
2016-12-23,521.060852,529.456299,521.060852,523.685974
2016-12-26,522.224854,527.995117,517.420349,518.807251
2016-12-27,519.005371,528.539978,518.584351,527.351257
2016-12-28,528.936218,529.753479,518.63385,519.921692
2016-12-29,520.070251,529.381958,519.822571,527.722717
2016-12-30,527.400757,537.405945,526.558777,536.118164
2017-01-02,536.910645,539.882446,531.14032,537.455444
2017-01-03,539.808167,543.349609,535.474243,539.585266
2017-01-04,541.318848,541.368347,527.153137,528.564758
2017-01-05,530.47168,534.879883,529.357239,533.641602
2017-01-06,532.056641,537.405945,531.51178,532.428101
2017-01-09,533.443481,537.901245,530.47168,533.790222
2017-01-10,534.929382,542.061768,534.929382,539.808167
2017-01-11,542.359009,542.705688,536.910645,537.926025
2017-01-12,538.396545,540.055786,534.830322,536.563904
2017-01-13,537.183044,543.597229,537.183044,540.080566
2017-01-16,539.857666,541.838928,531.9328,533.072021
2017-01-17,527.499817,528.985718,514.374268,515.736328
2017-01-18,516.404968,519.079651,509.545013,511.427185
2017-01-19,512.714966,517.74231,510.659454,511.996796
2017-01-20,512.120605,513.854187,507.142792,508.083862
2017-01-23,506.102661,510.659454,501.644897,503.180359
2017-01-24,503.725189,509.569794,503.725189,508.826843
2017-01-25,511.154755,511.501465,503.304169,503.873779
2017-01-27,505.33493,509.619324,504.71579,507.737152
2017-01-30,507.662872,518.311951,507.588562,517.49469
2017-01-31,518.510071,521.952393,515.265808,517.69281
2017-02-01,518.13855,520.516052,512.739746,519.896912
2017-02-02,520.070251,520.466492,514.250427,516.850769
2017-02-03,518.08905,520.293152,510.213684,511.972015
